08179|HKD|786558.76|101358.32|665475.90|2016-06-21
08179|USD|2994.24|2994.24|19658.98|2016-06-21
08113|AUD|14326.55|10697.77|70237.34|2016-06-21
08113|CAD|15030.86|11745.67|77117.33|2016-06-21
08113|HKD|7674621.11|988974.70|6493189.93|2016-06-21
08113|USD|177018.14|177018.14|1162230.29|2016-06-21
08180|EUR|2225.73|2521.91|16557.87|2016-06-21
08180|HKD|2881383.98|371303.78|2437823.73|2016-06-21
08180|USD|6155.04|6155.04|40411.53|2016-06-21
08181|HKD|2413137.42|310964.12|2041659.04|2016-06-21
08182|HKD|2286015.90|294582.86|1934106.61|2016-06-21
08203|EUR|305.00|345.58|2268.98|2016-06-21
08203|HKD|6090565.11|784848.49|5152983.51|2016-06-21
08183|HKD|664394.39|85615.85|562117.51|2016-06-21
08184|HKD|4919773.17|633976.73|4162423.28|2016-06-21
08184|USD|25.85|25.85|169.72|2016-06-21
08185|HKD|5212575.82|671708.15|4410151.89|2016-06-21
08185|USD|900.59|900.59|5912.91|2016-06-21
08186|HKD|2843557.52|366429.35|2405820.27|2016-06-21
08186|USD|866.64|866.64|5690.01|2016-06-21
08114|EUR|2530.73|2867.49|18826.85|2016-06-21
08114|HKD|27311403.34|3519429.36|23107085.90|2016-06-21
08114|USD|7948.14|7948.14|52184.30|2016-06-21
08127|AUD|1199.24|895.48|5879.39|2016-06-21
08127|CAD|0.00|0.00|0.00|2016-06-21
08127|HKD|259358.33|33421.69|219432.70|2016-06-21
08127|USD|23611.25|23611.25|155022.02|2016-06-21
08208|AUD|1199.24|895.48|5879.39|2016-06-21
08208|CAD|0.00|0.00|0.00|2016-06-21
08208|HKD|128314.18|16534.95|108561.49|2016-06-21
08208|USD|23611.25|23611.25|155022.02|2016-06-21
08115|HKD|3571248.45|460201.78|3021490.46|2016-06-21
08115|USD|48799.84|48799.84|320400.22|2016-06-21
08116|AUD|7417.89|5539.01|36366.94|2016-06-21
08116|CAD|8692.38|6792.54|44597.12|2016-06-21
08116|HKD|4334203.05|558518.40|3666995.83|2016-06-21
08116|USD|81262.45|81262.45|533536.74|2016-06-21
08121|HKD|2741176.36|353236.20|2319199.67|2016-06-21
08117|AUD|953.75|712.17|4675.85|2016-06-21
08117|CAD|17892.04|13981.50|91796.90|2016-06-21
08117|HKD|7122299.74|917800.91|6025892.91|2016-06-21
08117|USD|27666.54|27666.54|181647.43|2016-06-21
08122|HKD|998352.14|128650.65|844665.81|2016-06-21
08122|USD|1398.84|1398.84|9184.22|2016-06-21
08119|AUD|404.62|302.13|1983.69|2016-06-21
08119|CAD|4977.32|3889.46|25536.63|2016-06-21
08119|HKD|8883451.37|1144748.19|7515932.86|2016-06-21
08119|USD|138682.01|138682.01|910530.60|2016-06-21
